port_id,port_name,lat,lon,region
4250,DESBARATS,46.333333,-83.916667,Great_Lakes
4270,RICHARDS LANDING,46.3,-84.033333,Great_Lakes
4290,SAULT STE MARIE,46.516667,-84.35,Great_Lakes
4320,ALGONAC,42.616667,-82.516667,Great_Lakes
4330,MARINE CITY,42.716667,-82.5,Great_Lakes
4340,ST CLAIR,42.816667,-82.483333,Great_Lakes
4350,PORT HURON,43.0,-82.433333,Great_Lakes
4370,HARBOR BEACH,43.85,-82.65,Great_Lakes
4380,PORT HOPE,43.95,-82.7,Great_Lakes
4400,BAY CITY,43.6,-83.866667,Great_Lakes
4410,SAGINAW,43.433333,-83.933333,Great_Lakes
4420,ALABASTER,44.183333,-83.55,Great_Lakes
4430,TAWAS CITY,44.266667,-83.5,Great_Lakes
4450,AU SABLE,44.4,-83.316667,Great_Lakes
4460,OSCODA,44.416667,-83.316667,Great_Lakes
4470,ALPENA,45.066667,-83.416667,Great_Lakes
4480,ROCKPORT,45.2,-83.383333,Great_Lakes
4490,CALCITE,45.416667,-83.783333,Great_Lakes
4500,ROGERS CITY,45.45,-83.816667,Great_Lakes
4510,CHEBOYGAN,45.65,-84.466667,Great_Lakes
4520,MACKINAW CITY,45.783333,-84.716667,Great_Lakes
4530,MACKINAC ISLAND,45.85,-84.616667,Great_Lakes
4540,ST IGNACE,45.85,-84.716667,Great_Lakes
4560,SAULT STE MARIE,46.5,-84.35,Great_Lakes
4580,ST. JAMES HARBOR,45.733333,-85.516667,Great_Lakes
4590,HARBOR SPRINGS,45.433333,-84.983333,Great_Lakes
4600,PETOSKEY,45.366667,-84.966667,Great_Lakes
4610,CHARLEVOIX,45.316667,-85.266667,Great_Lakes
4620,TRAVERSE CITY,44.766667,-85.616667,Great_Lakes
4630,LELAND,45.016667,-85.766667,Great_Lakes
4640,FRANKFORT,44.633333,-86.25,Great_Lakes
4650,MANISTEE,44.25,-86.316667,Great_Lakes
4670,LUDINGTON,43.95,-86.45,Great_Lakes
4680,WHITE LAKE,43.383333,-86.35,Great_Lakes
4690,MUSKEGON,43.233333,-86.266667,Great_Lakes
4700,GRAND HAVEN,43.066667,-86.233333,Great_Lakes
4710,HOLLAND,42.783333,-86.133333,Great_Lakes
4720,SAUGATUCK,42.666667,-86.2,Great_Lakes
4730,SOUTH HAVEN,42.4,-86.283333,Great_Lakes
4740,ST JOSEPH,42.116667,-86.483333,Great_Lakes
4750,MICHIGAN CITY,41.733333,-86.9,Great_Lakes
4760,GARY,41.616667,-87.333333,Great_Lakes
4770,BUFFINGTON,41.633333,-87.416667,Great_Lakes
4780,INDIANA HARBOR,41.666667,-87.433333,Great_Lakes
4790,CALUMET HARBOR,41.733333,-87.516667,Great_Lakes
4800,CHICAGO,41.883333,-87.6,Great_Lakes
4810,WILMETTE,42.083333,-87.683333,Great_Lakes
4820,GREAT LAKES,42.3,-87.833333,Great_Lakes
4830,WAUKEGAN,42.366667,-87.816667,Great_Lakes
4840,KENOSHA,42.583333,-87.816667,Great_Lakes
4850,RACINE,42.733333,-87.783333,Great_Lakes
4860,MILWAUKEE,43.033333,-87.883333,Great_Lakes
4870,PORT WASHINGTON,43.383333,-87.866667,Great_Lakes
4880,SHEBOYGAN,43.75,-87.7,Great_Lakes
4890,MANITOWOC,44.1,-87.65,Great_Lakes
4900,TWO RIVERS,44.15,-87.566667,Great_Lakes
4910,KEWAUNEE,44.466667,-87.5,Great_Lakes
4920,ALGOMA,44.6,-87.433333,Great_Lakes
4930,STURGEON BAY,44.833333,-87.383333,Great_Lakes
4940,GREEN BAY,44.516667,-88.016667,Great_Lakes
4950,DEPERE,44.45,-88.066667,Great_Lakes
4960,KAUKAUNA,44.283333,-88.266667,Great_Lakes
5010,OCONTO,44.9,-87.833333,Great_Lakes
5020,MARINETTE,45.083333,-87.6,Great_Lakes
5030,MENOMINEE,45.1,-87.6,Great_Lakes
5050,ESCANABA,45.766667,-87.05,Great_Lakes
5060,GLADSTONE,45.85,-87.016667,Great_Lakes
5070,NAHMA,45.833333,-86.666667,Great_Lakes
5100,MANISTIQUE,45.95,-86.25,Great_Lakes
5110,PORT INLAND,45.966667,-85.866667,Great_Lakes
5130,GOULAIS BAY,46.733333,-84.5,Great_Lakes
5140,BATCHAWANA BAY,46.916667,-84.6,Great_Lakes
5150,GARGANTUA,47.566667,-84.966667,Great_Lakes
5160,MICHIPICOTEN,47.966667,-84.9,Great_Lakes
5170,QUEBEC HARBOUR,47.7,-85.8,Great_Lakes
5180,HERON BAY,48.65,-86.316667,Great_Lakes
5210,THUNDER BAY,48.4,-89.233333,Great_Lakes
5260,GRAND MARAIS,46.683333,-85.966667,Great_Lakes
5270,MUNISING,46.416667,-86.65,Great_Lakes
5280,MARQUETTE,46.533333,-87.383333,Great_Lakes
5290,PRESQUE ISLE,46.566667,-87.383333,Great_Lakes
5310,L ANSE,46.766667,-88.466667,Great_Lakes
5320,BARAGA,46.783333,-88.483333,Great_Lakes
5350,COPPER HARBOR,47.466667,-87.866667,Great_Lakes
5360,EAGLE HARBOR,47.466667,-88.166667,Great_Lakes
5370,HOUGHTON,47.116667,-88.566667,Great_Lakes
5380,ONTONAGON,46.883333,-89.333333,Great_Lakes
5390,ASHLAND,46.6,-90.866667,Great_Lakes
5400,WASHBURN,46.666667,-90.883333,Great_Lakes
5410,BAYFIELD,46.8,-90.816667,Great_Lakes
5420,LA POINTE,46.783333,-90.783333,Great_Lakes
5430,CORNUCOPIA,46.866667,-91.1,Great_Lakes
5440,PORT WING,46.783333,-91.383333,Great_Lakes
5450,SUPERIOR,46.733333,-92.066667,Great_Lakes
5460,DULUTH,46.766667,-92.1,Great_Lakes
5470,TWO HARBORS,47.016667,-91.65,Great_Lakes
5480,GRAND MARAIS,47.75,-90.333333,Great_Lakes
5490,WASHINGTON HARBOR,47.916667,-89.15,Great_Lakes
5510,GASPE,48.833333,-64.483333,Great_Lakes
5520,DOUGLASTOWN,48.766667,-64.383333,Great_Lakes
5560,DALHOUSIE,48.066667,-66.366667,Great_Lakes
5600,CARAQUET,47.8,-64.933333,Great_Lakes
5620,SHIPPEGAN,47.75,-64.7,Great_Lakes
5740,GEORGETOWN,46.183333,-62.533333,East_Coast
5750,CHARLOTTETOWN,46.233333,-63.133333,East_Coast
5770,SUMMERSIDE,46.4,-63.783333,East_Coast
5800,PICTOU,45.666667,-62.716667,East_Coast
5870,PORT HAWKESBURY,45.616667,-61.366667,East_Coast
5880,PORT HASTINGS,45.65,-61.4,East_Coast
5960,WHYCOCOMAGH,45.966667,-61.133333,East_Coast
5970,GRAND NARROWS,45.95,-60.783333,East_Coast
5980,LITTLE BRAS D OR,46.25,-60.3,East_Coast
5990,NORTH SYDNEY,46.216667,-60.25,East_Coast
6000,SYDNEY,46.15,-60.2,East_Coast
6020,LOUISBURG,45.916667,-59.966667,East_Coast
6170,GOLDSBORO,45.183333,-61.65,East_Coast
6190,STORMONT,45.216667,-61.716667,East_Coast
6220,SONORA,45.066667,-61.916667,East_Coast
6330,MUSQUODOBOIT HARBOUR,44.783333,-63.15,East_Coast
6340,HALIFAX,44.65,-63.583333,East_Coast
6410,LIVERPOOL (BROOKLYN),44.033333,-64.65,East_Coast
6470,DIGBY,44.616667,-65.766667,East_Coast
6500,WINDSOR,45.0,-64.15,East_Coast
6545,CANAPORT (ST. JOHN),45.2,-65.983333,East_Coast
6550,ST JOHN,45.266667,-66.05,East_Coast
6575,PORT BAYSIDE NB,45.15,-67.133333,East_Coast
6600,EASTPORT,44.9,-66.983333,East_Coast
6610,LUBEC,44.866667,-66.983333,East_Coast
6620,MACHIASPORT,44.7,-67.4,East_Coast
6630,MACHIAS,44.716667,-67.466667,East_Coast
6640,JONESPORT,44.533333,-67.616667,East_Coast
6650,WYMAN,44.516667,-67.866667,East_Coast
6660,MILBRIDGE,44.533333,-67.883333,East_Coast
6670,COREA,44.4,-67.966667,East_Coast
6680,WINTER HARBOR,44.383333,-68.083333,East_Coast
6690,SORRENTO,44.466667,-68.183333,East_Coast
6700,BAR HARBOR,44.383333,-68.2,East_Coast
6710,NORTHEAST HARBOR,44.3,-68.283333,East_Coast
6720,SOUTHWEST HARBOR,44.283333,-68.316667,East_Coast
6730,MOUNT DESERT,44.366667,-68.333333,East_Coast
6740,FRENCHBORO,44.116667,-68.366667,East_Coast
6750,MINTURN,44.15,-68.45,East_Coast
6760,SWANS ISLAND,44.133333,-68.45,East_Coast
6770,BASS HARBOR,44.233333,-68.35,East_Coast
6780,ELLSWORTH,44.55,-68.416667,East_Coast
6790,BROOKLIN,44.266667,-68.583333,East_Coast
6800,BUCKS HARBOR,44.333333,-68.733333,East_Coast
6810,STONINGTON,44.15,-68.666667,East_Coast
6820,CRIEHAVEN,43.833333,-68.883333,East_Coast
6830,MATINICUS,43.866667,-68.883333,East_Coast
6840,VINALHAVEN,44.05,-68.833333,East_Coast
6850,NORTH HAVEN,44.133333,-68.866667,East_Coast
6860,CASTINE,44.383333,-68.733333,East_Coast
6870,SANDYPOINT,44.516667,-68.816667,East_Coast
6880,BUCKSPORT,44.566667,-68.783333,East_Coast
6890,WINTERPORT,44.633333,-68.85,East_Coast
6900,BANGOR,44.8,-68.766667,East_Coast
6910,SEARSPORT,44.45,-68.916667,East_Coast
6920,BELFAST,44.416667,-69.0,East_Coast
6940,CAMDEN,44.216667,-69.066667,East_Coast
6950,ROCKPORT,44.183333,-69.066667,East_Coast
6960,ROCKLAND,44.1,-69.1,East_Coast
6970,MONHEGAN,43.766667,-69.316667,East_Coast
6980,PORT CLYDE,43.916667,-69.25,East_Coast
6990,THOMASTON,44.066667,-69.183333,East_Coast
7000,FRIENDSHIP,43.966667,-69.333333,East_Coast
7010,NEW HARBOR,43.866667,-69.483333,East_Coast
7020,PEMAQUID BEACH,43.866667,-69.533333,East_Coast
7030,SOUTH BRISTOL,43.866667,-69.55,East_Coast
7040,BOOTHBAY HARBOR,43.866667,-69.583333,East_Coast
7070,ROBINHOOD,43.85,-69.733333,East_Coast
7080,BATH,43.916667,-69.816667,East_Coast
7100,GARDINER,44.233333,-69.766667,East_Coast
7120,AUGUSTA,44.316667,-69.766667,East_Coast
7130,CUNDY HARBOR,43.783333,-69.9,East_Coast
7140,SOUTH HARPSWELL,43.733333,-70.016667,East_Coast
7150,PORTLAND,43.666667,-70.25,East_Coast
7160,SACO,43.5,-70.45,East_Coast
7170,KENNEBUNKPORT,43.366667,-70.466667,East_Coast
7180,PORTSMOUTH,43.083333,-70.75,East_Coast
7190,NEWBURYPORT,42.816667,-70.866667,East_Coast
7200,ROCKPORT,42.666667,-70.616667,East_Coast
7210,GLOUCESTER,42.6,-70.666667,East_Coast
7220,BEVERLY,42.533333,-70.883333,East_Coast
7225,SALEM,42.516667,-70.883333,East_Coast
7230,MARBLEHEAD,42.5,-70.85,East_Coast
7240,LYNN,42.45,-70.95,East_Coast
7250,BOSTON,42.35,-71.05,East_Coast
7260,QUINCY,42.25,-70.966667,East_Coast
7270,SCITUATE,42.2,-70.716667,East_Coast
7280,PLYMOUTH,41.95,-70.666667,East_Coast
7290,PROVINCETOWN,42.05,-70.183333,East_Coast
7310,HYANNIS,41.65,-70.283333,East_Coast
7315,HYANNIS PORT,41.633333,-70.3,East_Coast
7320,FALMOUTH,41.55,-70.616667,East_Coast
7330,NANTUCKET,41.283333,-70.1,East_Coast
7340,EDGARTOWN,41.383333,-70.5,East_Coast
7350,VINEYARD HAVEN,41.45,-70.6,East_Coast
7360,WOODS HOLE,41.516667,-70.666667,East_Coast
7370,NEW BEDFORD,41.633333,-70.916667,East_Coast
7380,NEWPORT,41.5,-71.333333,East_Coast
7400,FALL RIVER,41.7,-71.166667,East_Coast
7405,TIVERTON,41.633333,-71.216667,East_Coast
7410,BRISTOL,41.666667,-71.266667,East_Coast
7420,PROVIDENCE,41.8,-71.4,East_Coast
7430,QUONSET POINT,41.583333,-71.4,East_Coast
7440,DAVISVILLE DEPOT,41.616667,-71.4,East_Coast
7450,MONTAUK HARBOR,41.066667,-71.933333,East_Coast
7460,GREENPORT,41.1,-72.366667,East_Coast
7470,STONINGTON,41.333333,-71.9,East_Coast
7480,NOANK,41.316667,-71.983333,East_Coast
7490,MYSTIC,41.35,-71.966667,East_Coast
7500,NEW LONDON,41.35,-72.083333,East_Coast
7510,NORWICH,41.516667,-72.083333,East_Coast
7520,ESSEX,41.35,-72.383333,East_Coast
7550,NEW HAVEN,41.233333,-72.916667,East_Coast
7560,PORT JEFFERSON,40.95,-73.083333,East_Coast
7570,BRIDGEPORT,41.166667,-73.183333,East_Coast
7580,SOUTHPORT,41.133333,-73.283333,East_Coast
7590,NORWALK,41.1,-73.416667,East_Coast
7600,STAMFORD,41.033333,-73.55,East_Coast
7610,GREENWICH,41.016667,-73.616667,East_Coast
7620,PORT CHESTER,41.0,-73.666667,East_Coast
7625,CITY ISLAND,40.85,-73.783333,East_Coast
7630,BROOKLYN,40.666667,-74.016667,East_Coast
7640,NEW YORK CITY,40.7,-74.016667,East_Coast
7641,PATCHOGUE,40.75,-73.016667,East_Coast
7650,YONKERS,40.933333,-73.9,East_Coast
7660,NEWBURGH,41.5,-74.0,East_Coast
7670,POUGHKEEPSIE,41.7,-73.95,East_Coast
7680,KINGSTON,41.933333,-73.966667,East_Coast
7690,CATSKILL,42.216667,-73.85,East_Coast
7720,ALBANY,42.65,-73.75,East_Coast
7740,TROY,42.733333,-73.7,East_Coast
7750,EDGEWATER,40.816667,-73.983333,East_Coast
7760,WEEHAWKEN,40.766667,-74.016667,East_Coast
7770,HOBOKEN,40.75,-74.016667,East_Coast
7780,JERSEY CITY,40.716667,-74.033333,East_Coast
7790,BAYONNE,40.683333,-74.1,East_Coast
7810,NEWARK,40.7,-74.15,East_Coast
7820,ELIZABETHPORT,40.65,-74.183333,East_Coast
7830,STAPLETON SI,40.633333,-74.066667,East_Coast
7850,PORT RICHMOND SI,40.65,-74.133333,East_Coast
7860,MARINERS HARBOR SI,40.633333,-74.166667,East_Coast
7870,GULFPORT SI,40.633333,-74.2,East_Coast
7890,PORT SOCONY,40.55,-74.25,East_Coast
7900,GRASSELLI,40.616667,-74.2,East_Coast
7910,CARTERET,40.583333,-74.216667,East_Coast
7920,CHROME,40.566667,-74.216667,East_Coast
7930,PORT READING,40.566667,-74.233333,East_Coast
7950,MAURER,40.533333,-74.25,East_Coast
7960,PERTH AMBOY,40.5,-74.266667,East_Coast
7970,SAYREVILLE,40.466667,-74.366667,East_Coast
7980,SOUTH AMBOY,40.483333,-74.266667,East_Coast
7990,LEONARDO,40.433333,-74.066667,East_Coast
8000,BARNEGAT,39.766667,-74.1,East_Coast
8020,ATLANTIC CITY,39.366667,-74.416667,East_Coast
8025,SALEM NJ,39.666667,-75.483333,East_Coast
8030,NEW CASTLE,39.65,-75.566667,East_Coast
8040,DEEPWATER POINT,39.7,-75.516667,East_Coast
8050,WILMINGTON,39.733333,-75.55,East_Coast
8070,MARCUS HOOK,39.816667,-75.416667,East_Coast
8080,CHESTER,39.85,-75.35,East_Coast
8115,PAULSBORO,39.85,-75.25,East_Coast
8120,GLOUCESTER,39.9,-75.133333,East_Coast
8130,CAMDEN,39.95,-75.133333,East_Coast
8140,BURLINGTON,40.083333,-74.866667,East_Coast
8150,BRISTOL,40.1,-74.85,East_Coast
8160,TRENTON,40.2,-74.766667,East_Coast
8170,OCEAN CITY,38.333333,-75.083333,East_Coast
8180,CAPE CHARLES,37.266667,-76.016667,East_Coast
8190,SALISBURY,38.366667,-75.6,East_Coast
8200,HAVRE DE GRACE,39.533333,-76.083333,East_Coast
8210,BALTIMORE,39.266667,-76.583333,East_Coast
8225,ANNAPOLIS,38.983333,-76.483333,East_Coast
8227,SOLOMONS ISLAND,38.316667,-76.45,East_Coast
8230,WASHINGTON D.C.,38.866667,-77.033333,East_Coast
8240,ALEXANDRIA,38.8,-77.033333,East_Coast
8245,PINEY POINT,38.133333,-76.533333,East_Coast
8250,YORKTOWN,37.233333,-76.5,East_Coast
8260,WEST POINT,37.533333,-76.8,East_Coast
8270,FREDERICKSBURG,38.3,-77.45,East_Coast
8280,NORFOLK,36.85,-76.3,East_Coast
8290,PORTSMOUTH,36.816667,-76.3,East_Coast
8300,NEWPORT NEWS,36.966667,-76.433333,East_Coast
8318,WARWICK,37.45,-77.416667,East_Coast
8320,RICHMOND,37.533333,-77.416667,East_Coast
8325,ELIZABETH CITY,36.3,-76.216667,East_Coast
8330,HERTFORD,36.183333,-76.466667,East_Coast
8340,EDENTON,36.05,-76.616667,East_Coast
8350,PLYMOUTH,35.866667,-76.75,East_Coast
8370,COLUMBIA,35.916667,-76.25,East_Coast
8380,BELHAVEN,35.616667,-76.616667,East_Coast
8390,WASHINGTON,35.55,-77.05,East_Coast
8400,BAYBORO,35.15,-76.766667,East_Coast
8410,NEW BERN,35.1,-77.05,East_Coast
8420,BEAUFORT,34.716667,-76.666667,East_Coast
8430,MOREHEAD CITY,34.716667,-76.7,East_Coast
8440,SWANSBORO,34.683333,-77.133333,East_Coast
8460,WRIGHTSVILLE,34.216667,-77.816667,East_Coast
8470,WILMINGTON,34.233333,-77.95,East_Coast
8480,SOUTHPORT,33.916667,-78.016667,East_Coast
8490,GEORGETOWN,33.366667,-79.283333,East_Coast
8500,CHARLESTON,32.783333,-79.916667,East_Coast
8510,PORT ROYAL,32.366667,-80.683333,East_Coast
8520,BEAUFORT,32.433333,-80.666667,East_Coast
8530,SAVANNAH,32.083333,-81.083333,East_Coast
8540,DARIEN,31.366667,-81.433333,East_Coast
8550,BRUNSWICK,31.15,-81.5,East_Coast
8560,FERNANDINA BEACH,30.683333,-81.466667,Gulf_Carrib
8570,MAYPORT,30.4,-81.433333,Gulf_Carrib
8580,JACKSONVILLE,30.316667,-81.65,Gulf_Carrib
8590,ST AUGUSTINE,29.9,-81.316667,Gulf_Carrib
8595,CANAVERAL HARBOR,28.7,-80.616667,Gulf_Carrib
8600,FORT PIERCE,27.466667,-80.316667,Gulf_Carrib
8610,PALM BEACH,26.766667,-80.05,Gulf_Carrib
8630,PORT EVERGLADES,26.1,-80.116667,Gulf_Carrib
8640,MIAMI,25.783333,-80.183333,Gulf_Carrib
8660,KEY WEST,24.55,-81.816667,Gulf_Carrib
8665,BOCA GRANDE,26.7,-82.333333,Gulf_Carrib
8667,PORT MANATEE,27.633333,-82.566667,Gulf_Carrib
8670,TAMPA,27.916667,-82.45,Gulf_Carrib
8680,ST PETERSBURG,27.766667,-82.616667,Gulf_Carrib
8700,TARPON SPRINGS,28.15,-82.766667,Gulf_Carrib
8720,CARRABELLE,29.85,-84.666667,Gulf_Carrib
8730,APALACHICOLA,29.716667,-84.983333,Gulf_Carrib
8740,PORT ST JOE,29.816667,-85.316667,Gulf_Carrib
8750,PANAMA CITY,30.133333,-85.65,Gulf_Carrib
8760,PENSACOLA,30.4,-87.216667,Gulf_Carrib
8770,MOBILE,30.683333,-88.116667,Gulf_Carrib
8780,PASCAGOULA,30.35,-88.566667,Gulf_Carrib
8790,BILOXI,30.383333,-88.883333,Gulf_Carrib
8800,GULFPORT,30.35,-89.083333,Gulf_Carrib
8810,SLIDELL,30.266667,-89.783333,Gulf_Carrib
8820,MADISONVILLE,30.4,-90.15,Gulf_Carrib
8822,SOUTHWEST PASS,28.45,-90.7,Gulf_Carrib
8830,PORT SULPHUR,29.483333,-89.683333,Gulf_Carrib
8850,GRETNA,29.916667,-90.066667,Gulf_Carrib
8860,NEW ORLEANS,29.95,-90.05,Gulf_Carrib
8870,PORT OF MEMPHIS,35.066667,-90.166667,Great_Lakes
8890,TRI-CITY PORT,38.716667,-90.2,Great_Lakes
8893,ST. JAMES,29.983333,-90.933333,Gulf_Carrib
8895,CONVENT,30.016667,-90.833333,Gulf_Carrib
8920,ST ROSE,29.95,-90.316667,Gulf_Carrib
8930,RESERVE,30.05,-90.55,Gulf_Carrib
8940,DESTREHAN,29.95,-90.366667,Gulf_Carrib
8970,BATON ROUGE,30.45,-91.183333,Gulf_Carrib
8980,LOOP TERMINAL,28.883333,-90.016667,Gulf_Carrib
8990,GRAND ISLE,29.233333,-90.0,Gulf_Carrib
9000,MORGAN CITY,29.7,-91.216667,Gulf_Carrib
9030,HAYMARK TERMINAL,30.133333,-93.316667,Gulf_Carrib
9040,LAKE CHARLES,30.216667,-93.25,Gulf_Carrib
9050,SABINE,29.716667,-93.866667,Gulf_Carrib
9060,SABINE PASS,29.733333,-93.9,Gulf_Carrib
9070,ORANGE,30.083333,-93.733333,Gulf_Carrib
9080,PORT ARTHUR,29.833333,-93.966667,Gulf_Carrib
9100,PORT NECHES,30.0,-93.95,Gulf_Carrib
9140,BEAUMONT,30.083333,-94.083333,Gulf_Carrib
9150,GALVESTON,29.316667,-94.783333,Gulf_Carrib
9160,TEXAS CITY,29.383333,-94.916667,Gulf_Carrib
9170,BAYTOWN,29.733333,-95.016667,Gulf_Carrib
9210,NORSWORTHY,29.733333,-95.2,Gulf_Carrib
9220,PASADENA,29.716667,-95.216667,Gulf_Carrib
9230,SINCO,29.716667,-95.233333,Gulf_Carrib
9235,DEER PARK,29.75,-95.333333,Gulf_Carrib
9240,HOUSTON,29.75,-95.283333,Gulf_Carrib
9250,FREEPORT,28.95,-95.333333,Gulf_Carrib
9260,PALACIOS,28.683333,-96.216667,Gulf_Carrib
9270,PORT LAVACA,28.616667,-96.616667,Gulf_Carrib
9280,PORT OCONNOR,28.45,-96.4,Gulf_Carrib
9290,ROCKPORT,28.016667,-97.05,Gulf_Carrib
9300,CORPUS CHRISTI,27.816667,-97.4,Gulf_Carrib
9310,PORT ARANSAS,27.833333,-97.05,Gulf_Carrib
9320,PORT INGLESIDE,27.816667,-97.183333,Gulf_Carrib
9330,PORT ISABEL,26.083333,-97.2,Gulf_Carrib
9340,BROWNSVILLE,25.95,-97.4,Gulf_Carrib
9355,ALTAMIRA,22.483333,-97.85,Gulf_Carrib
9360,TAMPICO,22.216667,-97.866667,Gulf_Carrib
9370,TUXPAN,20.95,-97.4,Gulf_Carrib
9380,VERACRUZ,19.2,-96.133333,Gulf_Carrib
9395,CAYO ARCAS TERMINAL,20.166667,-91.983333,Gulf_Carrib
9405,COATZACOALCOS,18.15,-94.416667,Gulf_Carrib
9410,NANCHITAL,18.066667,-94.416667,Gulf_Carrib
9420,MINATITLAN,17.9,-94.583333,Gulf_Carrib
9425,DOS BOCAS TERMINAL,18.433333,-93.216667,Gulf_Carrib
9440,FRONTERA,18.533333,-92.65,Gulf_Carrib
9490,CIUDAD DEL CARMEN,18.633333,-91.866667,Gulf_Carrib
9500,CAMPECHE,19.85,-90.55,Gulf_Carrib
9510,PROGRESO,21.283333,-89.666667,Gulf_Carrib
9550,SAN MIGUEL DE COZUMEL,20.5,-86.966667,Gulf_Carrib
9590,BELIZE CITY,17.5,-88.183333,Gulf_Carrib
9620,PUERTO BARRIOS,15.733333,-88.6,Gulf_Carrib
9625,SANTO THOMAS DE CASTILLA,15.7,-88.616667,Gulf_Carrib
9650,PUERTO CORTES,15.833333,-87.95,Gulf_Carrib
9660,TELA,15.783333,-87.45,Gulf_Carrib
9665,PUERTO ESTE,16.083333,-86.9,Gulf_Carrib
9670,LA CEIBA,15.783333,-86.8,Gulf_Carrib
9675,COXEN HOLE,16.316667,-86.55,Gulf_Carrib
9680,TRUJILLO,15.916667,-85.95,Gulf_Carrib
9690,PUERTO CASTILLA,16.0,-85.983333,Gulf_Carrib
9760,PUERTO CABEZAS,14.016667,-83.383333,Gulf_Carrib
9769,EL BLUFF,12.0,-83.7,Gulf_Carrib
9770,BLUEFIELDS,12.016667,-83.75,Gulf_Carrib
9805,PUERTO MOIN,10.0,-83.083333,Gulf_Carrib
9810,PUERTO LIMON,9.983333,-83.016667,Gulf_Carrib
9825,CHIRIQUI GRANDE,8.95,-82.116667,Gulf_Carrib
9830,ALMIRANTE,9.3,-82.4,Gulf_Carrib
9840,BOCAS DEL TORO,9.333333,-82.233333,Gulf_Carrib
9860,PUERTO CRISTOBAL,9.35,-79.916667,Gulf_Carrib
9865,PUERTO COLON,9.366667,-79.883333,Gulf_Carrib
9875,BAHIA DE LAS MINAS,9.4,-79.816667,Gulf_Carrib
9940,ST GEORGE'S,32.383333,-64.683333,East_Coast
9950,IRELAND ISLAND,32.316667,-64.833333,East_Coast
9960,HAMILTON,32.3,-64.783333,East_Coast
9985,FREEPORT,26.516667,-78.783333,Gulf_Carrib
9987,SOUTH RIDING POINT,26.616667,-78.216667,Gulf_Carrib
9990,NASSAU,25.083333,-77.35,Gulf_Carrib
9995,CLIFTON PIER,25.0,-77.55,Gulf_Carrib
10006,COCKBURN TOWN,24.05,-74.533333,Gulf_Carrib
10010,MATTHEW TOWN,20.95,-73.683333,Gulf_Carrib
10020,GRAND TURK,21.433333,-71.15,Gulf_Carrib
10025,COCKBURN HARBOR,21.5,-71.533333,Gulf_Carrib
10080,CABANAS,23.0,-82.966667,Gulf_Carrib
10090,MARIEL,22.983333,-82.75,Gulf_Carrib
10100,BAHAI DE LA HABANA,23.133333,-82.366667,Gulf_Carrib
10110,MATANZAS,23.05,-81.55,Gulf_Carrib
10120,CARDENAS,23.05,-81.2,Gulf_Carrib
10130,ISABELA DE SAGUA,22.95,-80.0,Gulf_Carrib
10150,NUEVITAS BAY,21.55,-77.266667,Gulf_Carrib
10158,MANATI,21.366667,-76.816667,Gulf_Carrib
10160,PUERTO PADRE,21.283333,-76.533333,Gulf_Carrib
10230,ANTILLA,20.833333,-75.733333,Gulf_Carrib
10250,FELTON,20.733333,-75.6,Gulf_Carrib
10260,NICARO,20.716667,-75.55,Gulf_Carrib
10270,BAHIA DE SAGUA DE TANAMO,20.683333,-75.333333,Gulf_Carrib
10280,CAYO MOA GRANDE,20.666667,-74.9,Gulf_Carrib
10320,PUERTO GUANTANAMO,19.983333,-75.133333,Gulf_Carrib
10370,SANTIAGO DE CUBA,20.016667,-75.833333,Gulf_Carrib
10420,MEDIA LUNA,20.15,-77.433333,Gulf_Carrib
10430,CEIBA HUECA,20.216667,-77.316667,Gulf_Carrib
10460,MANZANILLO,20.35,-77.116667,Gulf_Carrib
10470,GUAYABAL,20.7,-77.616667,Gulf_Carrib
10500,JUCARO,21.616667,-78.85,Gulf_Carrib
10520,TUNAS DE ZAZA,21.633333,-79.55,Gulf_Carrib
10530,CASILDA,21.75,-79.983333,Gulf_Carrib
10540,CIENFUEGOS,22.15,-80.45,Gulf_Carrib
10550,NUEVA GERONA,21.916667,-82.8,Gulf_Carrib
10580,GEORGETOWN,19.3,-81.383333,Gulf_Carrib
10585,CAYMAN BRAC,19.75,-79.75,Gulf_Carrib
10600,LUCEA,18.45,-78.166667,Gulf_Carrib
10610,MONTEGO BAY,18.466667,-77.933333,Gulf_Carrib
10620,FALMOUTH,18.483333,-77.65,Gulf_Carrib
10630,RIO BUENO,18.466667,-77.466667,Gulf_Carrib
10660,OCHO RIOS,18.416667,-77.116667,Gulf_Carrib
10710,PORT ANTONIO,18.183333,-76.45,Gulf_Carrib
10770,KINGSTON,17.966667,-76.783333,Gulf_Carrib
10772,PORT ESQUIVEL,17.883333,-77.133333,Gulf_Carrib
10773,ROCKY POINT,17.816667,-77.15,Gulf_Carrib
10775,PORT KAISER,17.866667,-77.6,Gulf_Carrib
10800,SAVANNAH LA MAR,18.2,-78.133333,Gulf_Carrib
10820,JACMEL,18.233333,-72.533333,Gulf_Carrib
10860,MIRAGOANE,18.45,-73.083333,Gulf_Carrib
10870,PETIT GOAVE,18.433333,-72.866667,Gulf_Carrib
10880,PORT AU PRINCE,18.55,-72.35,Gulf_Carrib
10930,CAP HAITIEN,19.766667,-72.2,Gulf_Carrib
10960,PEPILLO SALCEDO,19.7,-71.75,Gulf_Carrib
10980,PUERTO PLATA,19.8,-70.7,Gulf_Carrib
